,0,1
374,końcu,64753
375,lubię,64747
376,mów,64652
377,sprawy,64582
378,czekaj,64420
379,pomysł,64255
380,zrobię,63828
381,wiemy,63651
382,wydaje,63560
383,byłeś,63330
384,razy,63104
385,moich,63102
386,człowiek,63033
387,jednak,62868
388,innego,62741
389,dość,62209
390,pomocy,61800
391,przecież,61716
392,panu,61607
393,broń,61580
394,żadnych,61525
395,noc,61195
396,macie,61132
397,ciągle,60764
398,c,60758
399,żebym,60555
400,źle,60434
401,powiedziała,60189
402,facet,60026
403,mówiłem,60017
404,którego,60003
405,podoba,59878
406,miejscu,59516
407,jeżeli,59169
408,skoro,59121
409,ego,58894
410,ojca,58549
411,powinieneś,58024
412,lata,57944
413,sprawa,57856
414,niczego,57307
415,takim,57225
416,pamiętasz,56932
417,sądzę,56896
418,właściwie,56835
419,dwie,56476
420,pokoju,56418
421,którym,56135
422,myślałam,56071
423,jedno,56031
424,idziemy,55806
425,również,55758
426,bądź,55385
427,znasz,55261
428,swój,55229
429,swojego,54807
430,byś,54807
431,chodźmy,54775
432,nowy,54491
433,chciałam,54472
434,pewien,54331
435,wczoraj,53998
436,jedną,53771
437,musiał,53691
438,której,53540
439,idę,53304
440,poważnie,53268
441,swoim,53203
442,życiu,53130
443,rozumiesz,53130
444,których,52926
445,podczas,52846
446,miałam,52829
447,oczy,52355
448,rano,52355
449,sprawę,52167
450,wystarczy,52163
451,spokojnie,52140
452,całą,52107
453,telefon,52047
454,rzecz,52028
455,matka,51599
456,samochód,51585
457,świat,51569
458,nimi,51542
459,dwóch,51444
460,pracę,51431
461,dać,51351
462,byli,51328
463,powinienem,51140
464,weź,50835
465,jedna,50797
466,zamknij,50773
467,the,50765
468,mały,50312
469,da,50123
470,pozwól,49943
471,całe,49918
472,wina,49907
473,wiedziałem,49744
474,wrócić,49697
475,między,49415
476,chcą,49319
477,idzie,49266
478,śmierci,49266
479,mówił,49238
480,numer,49237
481,oto,48835
482,miejsca,48805
483,dopóki,48722
484,czujesz,48450
485,cokolwiek,48428
486,swojej,48403
487,nikogo,48390
488,dam,48255
489,powiedziałeś,48227
490,tłumaczenie,48150
491,dziewczyna,48121
492,najpierw,47969
493,pamiętam,47969
494,powiesz,47952
495,pytanie,47935
496,inaczej,47823
497,świecie,47523
498,znów,47447
499,wyglądasz,47416
500,przynajmniej,47366
501,widzieć,47356
502,prawdę,47334
503,zrobiłem,47178
504,śmierć,46978
505,swoich,46907
506,halo,46790
507,gdybym,46731
508,jednego,46627
509,pieniędzy,46568
510,brzmi,46501
511,wierzę,46461
512,innych,46420
513,trzymaj,46367
514,robię,46318
515,ogóle,46014
516,super,45857
517,kobiety,45776
518,potrzebuje,45450
519,tata,45429
520,pójdę,45401
521,wielu,45378
522,dokąd,45324
523,ręce,45261
524,zrobiłeś,45029
525,miłość,45014
526,całkiem,44905
527,naszej,44888
528,nasza,44833
529,możliwe,44742
530,gra,44652
531,prawo,44574
532,inne,44490
533,każdym,44183
534,chwili,44130
535,kobieta,44122
536,jednym,44033
537,zrób,43758
538,ważne,43720
539,wybacz,43521
540,żona,43464
541,chcemy,43459
542,działa,43399
543,byłoby,43379
544,także,43313
545,słyszałem,43175
546,wiedział,43172
547,dziewczyny,43167
548,drogi,43073
549,pewna,43040
550,wiecie,43029
551,mówią,42929
552,cieszę,42927
553,dopiero,42706
554,poznać,42654
555,serce,42632
556,inny,42613
557,witam,42326
558,pojęcia,42179
559,parę,42175
560,przeciwko,42162
561,udało,42119
562,powinien,41938
563,została,41576
564,naszym,41559
565,raczej,41421
566,wiadomość,41387
567,pięć,41321
568,s,41285
569,każdego,41265
570,godziny,41202
571,plan,41138
572,wcale,41126
573,ciało,41114
574,słowa,41113
575,witaj,41077
576,naszego,41076
577,mogła,41073
578,czasie,40877
579,dostać,40793
580,nowego,40740
581,czymś,40735
582,stać,40538
583,oznacza,40370
584,jaką,40346
585,naszych,40261
586,patrz,40112
587,czyli,40081
588,twoich,40078
589,człowieka,39970
590,czasem,39932
591,dziwne,39911
592,żyć,39655
593,zostaw,39651
594,zabrać,39488
595,żadnego,39438
596,cholery,39410
597,ostatnio,39381
598,rodziny,39321
599,ciężko,39281
600,martw,39223
601,miałeś,39170
602,rozmawiać,39084
603,rób,39070
604,ziemi,38968
605,nazywa,38934
606,panowie,38901
607,bóg,38877
608,widziałam,38820
609,szczęście,38781
610,syn,38620
611,takich,38607
612,sprawie,38547
613,zabił,38536
614,powrotem,38412
615,możecie,38390
616,godzin,38376
617,potrzebujemy,38326
618,diabła,38300
619,panią,38208
620,powinnaś,38178
621,ostatni,38076
622,zrobimy,38021
623,mąż,38015
624,wyjść,38000
625,krwi,37935
626,szkoły,37711
627,nieźle,37543
628,syna,37529
629,natychmiast,37383
630,słucham,37361
631,mieliśmy,37321
632,taką,37250
633,wszystkiego,37122
634,widziałeś,37078
635,serio,37054
636,policja,36991
637,chciała,36978
638,zrobisz,36975
639,byliśmy,36895
640,radę,36845
641,zgadza,36819
642,one,36762
643,czasami,36760
644,końca,36704
645,idziesz,36623
646,zostanie,36567
647,powinnam,36525
648,byłaś,36501
649,mogłem,36460
650,drodze,36419
651,mieli,36410
652,najbardziej,36145
653,pomoc,36087
654,jaka,35963
655,cztery,35779
656,john,35776
657,strony,35765
658,część,35734
659,należy,35527
660,jack,35456
661,kimś,35451
662,głowy,35387
663,brat,35343
664,zobaczenia,35339
665,blisko,35339
666,zaczekaj,35297
667,powiedziałam,35240
668,uwierzyć,35160
669,skarbie,35088
670,zły,35086
671,naszą,35060
672,wieczór,35038
673,dolarów,35024
674,twarz,34913
675,zostało,34854
676,świata,34763
677,cała,34715
678,potrzebujesz,34677
679,środku,34667
680,pokój,34660
681,innym,34536
682,obchodzi,34533
683,spotkanie,34509
684,chcecie,34509
685,gotowy,34480
686,doktorze,34470
687,temat,34455
688,wielki,34394
689,uważaj,34272
690,daleko,34233
691,pół,34172
692,ode,34048
693,uda,34038
694,dr,34021
695,chociaż,34012
696,kiedykolwiek,33956
697,rok,33940
698,lecz,33751
699,miasta,33650
700,d,33644
701,poczekaj,33640
702,robota,33534
703,racja,33453
704,człowiekiem,33408
705,wieczorem,33354
706,zależy,33298
707,dobranoc,33281
708,późno,33075
709,chciałabym,33035
710,mógłbym,32873
711,krew,32692
712,gdybyś,32674
713,wziąć,32557
714,lubi,32519
715,słowo,32299
716,powinno,32269
717,zewnątrz,32202
718,nowe,32163
719,rodzina,32112
720,wspaniale,32105
721,mówiąc,32059
722,stronie,32022
723,miesięcy,32009
724,głowę,31986
725,robimy,31925
726,znalazłem,31912
727,lubisz,31809
728,mniej,31609
729,wrócę,31608
730,wejść,31537
731,wypadek,31481
732,pierwsze,31477
733,szybciej,31465
734,tydzień,31404
735,chłopaki,31397
736,nieważne,31395
737,pójść,31310
738,praca,31247
739,czeka,31029
740,zobaczymy,30848
741,taa,30840
742,szansę,30763
743,wiedziałam,30742
744,widział,30658
745,wody,30654
746,dawaj,30586
747,zna,30565
748,mała,30535
749,jezu,30520
750,zrobi,30496
751,pracować,30462
752,moi,30425
753,serca,30419
754,jakoś,30301
755,złe,30295
756,chwila,30178
757,prawa,30174
758,sądzisz,30070
759,według,30043
760,spotkać,30034
761,kapitanie,30031
762,zupełnie,30003
763,sprawdzić,29986
764,mogli,29936
765,ojcem,29727
766,you,29561
767,boga,29494
768,okej,29454
769,wspólnego,29430
770,mówiłeś,29407
771,mieście,29374
772,robią,29223
773,chłopak,29163
774,jechać,28918
775,prawdopodobnie,28888
776,doktor,28866
777,spać,28858
778,pracuje,28796
779,zdjęcia,28761
780,wasza,28717
781,uwagę,28655
782,myśleć,28643
783,mówiłam,28637
784,znać,28636
785,t,28615
786,ciała,28594
787,mógłbyś,28525
788,problemy,28476
789,okay,28411
790,film,28387
791,gotowa,28361
792,tymi,28352
793,zdjęcie,28190
794,pogadać,28184
795,brak,28086
796,powiedziałaś,28067
797,wiedzą,28020
798,dał,27992
799,małe,27991
800,pomoże,27885
801,ponad,27839
802,mało,27826
803,kilku,27800
804,koleś,27771
805,wkrótce,27752
806,rękę,27740
807,razu,27727
808,mógłby,27710
809,ostatnie,27656
810,miasto,27605
811,zrobiła,27470
812,przyjaciół,27422
813,stronę,27373
814,góry,27343
815,nazwisko,27334
816,wami,27278
817,pa,27265
818,całym,27192
819,drogę,27157
820,wystarczająco,27155
821,zatrzymać,27060
822,droga,27044
823,niemożliwe,27033
824,jakąś,27010
825,mike,26970
826,odejść,26953
827,broni,26951
828,zmienić,26928
829,wszędzie,26923
830,prosto,26867
831,rodzice,26847
832,początku,26814
833,policji,26811
834,nagle,26800
835,drugi,26749
836,brata,26727
837,przyjaciel,26648
838,wielkie,26635
839,człowieku,26631
840,choć,26621
841,samego,26616
842,muszą,26598
843,często,26574
844,dziecka,26555
845,pomóż,26487
846,dobrym,26487
847,kłopoty,26435
848,nazywam,26424
849,większość,26385
850,zacząć,26380
851,roboty,26355
852,zaczyna,26267
853,żaden,26266
854,pozwolić,26252
855,matki,26235
856,miłości,26212
857,trudno,26211
858,błąd,26199
859,drugiej,26197
860,głowie,26070
861,dziewczynę,26056
862,pokaż,26036
863,córka,25965
864,godzinę,25894
865,michael,25891
866,żadnej,25887
867,jedynie,25885
868,szkole,25837
869,pierwsza,25835
870,musiałem,25806
871,wracaj,25782
872,szkoda,25773
873,george,25771
874,siostra,25744
875,zapomnij,25728
876,pomyślałem,25697
877,słyszysz,25682
878,ponownie,25675
879,przyszedł,25671
880,całkowicie,25641
881,charlie,25578
882,zamiast,25569
883,trzymać,25546
884,musicie,25530
885,czuje,25526
886,gówno,25442
887,trzech,25387
888,rady,25371
889,dowiedzieć,25366
890,jakaś,25363
891,obiecuję,25324
892,osób,25314
893,niestety,25308
894,zadzwonić,25263
895,samochodu,25213
896,czekać,25180
897,zatem,25143
898,jakim,25114
899,miało,25079
900,piękna,25046
901,oraz,25045
902,zostań,25034
903,rany,25007
904,jedziemy,24986
905,dasz,24958
906,kraju,24944
907,zrobiłam,24931
908,zostawić,24884
909,historia,24863
910,mimo,24850
911,zobacz,24849
912,głupi,24833
913,nowym,24832
914,faceta,24816
915,dawno,24806
916,pokazać,24801
917,widzenia,24777
918,rodzinę,24752
919,obok,24743
920,jednej,24737
921,powie,24730
922,sami,24729
923,przykład,24713
924,tygodniu,24705
925,chciałeś,24692
926,dłużej,24657
927,ruszaj,24639
928,oboje,24633
929,dół,24620
930,najlepszy,24596
931,wróci,24582
932,odkąd,24575
933,musiała,24572
934,zabawne,24551
935,górę,24521
936,frank,24515
937,łatwo,24514
938,uważam,24511
939,będziecie,24504
940,wieku,24460
941,mówiła,24458
942,joe,24403
943,synu,24390
944,chłopcy,24383
945,złego,24374
946,niczym,24373
947,męża,24293
948,sporo,24287
949,popatrz,24277
950,inni,24210
951,szefie,24199
952,środka,24181
953,znaleźliśmy,24179
954,samym,24145
955,pewnego,24131
956,pracuję,24087
957,panno,24027
958,zajmę,24015
959,zamierzam,23962
960,istnieje,23865
961,uważasz,23789
962,okazji,23738
963,moment,23721
964,takiej,23699
965,spróbuj,23634
966,znajdziemy,23631
967,osobą,23593
968,nikomu,23556
969,kupić,23508
970,sześć,23429
971,gość,23425
972,niby,23408
973,spróbować,23405
974,póki,23399
975,cicho,23347
976,zła,23338
977,jakiegoś,23300
978,uh,23296
979,wezmę,23268
980,walczyć,23261
981,wiadomości,23132
982,prawdziwe,23060
983,niedługo,23053
984,ciągu,23043
985,żonę,23024
986,tom,22874
987,fbi,22839
988,boję,22754
989,strasznie,22686
990,wasze,22630
991,historii,22605
992,dziewczyną,22572
993,powinna,22571
994,nowa,22549
995,wrócił,22501
996,mężczyzna,22495
997,gotowi,22490
998,głos,22455
999,około,22453
1000,boli,22450
1001,zwykle,22416
1002,następnym,22408
1003,powodzenia,22396
1004,słyszałeś,22388
1005,widać,22281
1006,bracie,22271
1007,kocha,22242
1008,pewnością,22230
1009,leci,22219
1010,znajdę,22204
1011,zająć,22175
1012,zadzwonię,22170
1013,szczerze,22153
1014,dzieckiem,22120
1015,najlepsze,22083
1016,korekta,22016
1017,przyjdzie,22000
1018,próbuję,21988
1019,panem,21977
1020,szpitala,21950
1021,tędy,21935
1022,daje,21927
1023,słyszałam,21916
1024,myśl,21891
1025,statek,21879
1026,miałaś,21875
1027,najlepiej,21857
1028,ludźmi,21839
1029,wracam,21825
1030,pytania,21824
1031,wracać,21807
1032,powód,21793
1033,zrobiłaś,21784
1034,kobietą,21729
1035,prawdziwy,21719
1036,mogłam,21653
1037,seks,21635
1038,kolejny,21631
1039,pasuje,21592
1040,jedzenie,21570
1041,nienawidzę,21515
1042,przysięgam,21515
1043,umrzeć,21503
1044,proste,21482
1045,ulicy,21457
1046,przyjacielem,21433
1047,czyż,21401
1048,znalazł,21397
1049,nigdzie,21374
1050,zostały,21364
1051,włosy,21359
1052,ojcze,21359
1053,same,21357
1054,twarzy,21307
1055,tysięcy,21247
1056,zamiar,21218
1057,ludziom,21197
1058,przestać,21186
1059,zadzwoń,21133
1060,przyjaciele,21131
1061,mieszka,21108
1062,pewny,21087
1063,zabierz,21086
1064,kolację,20972
1065,wieści,20963
1066,stan,20933
1067,ziemię,20924
1068,powstrzymać,20920
1069,żartujesz,20882
1070,nogi,20765
1071,kochasz,20765
1072,grać,20704
1073,sądzie,20674
1074,uwielbiam,20671
1075,każdej,20653
1076,osoba,20633
1077,robił,20608
1078,potrafię,20586
1079,przyjaciółmi,20562
1080,dobrego,20529
1081,zrozumieć,20505
1082,mogłeś,20498
1083,wyboru,20493
1084,spokoju,20493
1085,piękne,20474
1086,y,20408
1087,fajnie,20369
1088,trudne,20359
1089,cel,20346
1090,james,20342
1091,biura,20329
1092,henry,20303
1093,słyszę,20202
1094,świetny,20200
1095,tygodni,20200
1096,przyjść,20156
1097,wolno,20144
1098,żony,20119
1099,mocno,20097
1100,znaczenia,20076
1101,uciec,20015
1102,tyłu,20012
1103,żoną,20000
1104,widziałaś,19910
1105,and,19888
1106,informacje,19860
1107,zapytać,19836
1108,hey,19808
1109,poszedł,19807
1110,osoby,19792
1111,młody,19777
1112,musieli,19755
1113,obawiam,19742
1114,tacy,19722
1115,otwórz,19703
1116,bogu,19686
1117,gościa,19669
1118,matką,19667
1119,odpowiedź,19653
1120,niektórzy,19649
1121,związek,19611
1122,centrum,19610
1123,pierwszym,19489
1124,pytań,19437
1125,szukam,19413
1126,jakbym,19408
1127,chwileczkę,19408
1128,tygodnie,19366
1129,zabiję,19355
1130,samej,19347
1131,wreszcie,19321
1132,m,19316
1133,policję,19315
1134,moglibyśmy,19307
1135,chodziło,19301
1136,poszło,19273
1137,szczęśliwy,19251
1138,więzienia,19247
1139,mnóstwo,19247
1140,chodźcie,19167
1141,wiedziała,19141
1142,pozwolę,19105
1143,hotelu,19081
1144,żebyśmy,19075
1145,stój,19051
1146,części,19042
1147,nieprawda,19040
1148,reszta,19035
1149,gry,19022
1150,uspokój,19022
1151,kapitan,19008
1152,lepsze,19004
1153,jedyną,18989
1154,stoi,18983
1155,niesamowite,18978
1156,sensu,18947
1157,ból,18931
1158,ślub,18907
1159,duży,18876
1160,wojny,18864
1161,dajcie,18841
1162,resztę,18839
1163,związku,18828
1164,przyjaciela,18815
1165,dostał,18789
1166,uważa,18780
1167,list,18779
1168,wielka,18776
1169,nową,18753
1170,następny,18712
1171,rodziców,18671
1172,jakiego,18631
1173,pewne,18568
1174,dobrą,18532
1175,ktokolwiek,18530
1176,martwić,18521
1177,sekund,18462
1178,david,18455
1179,łóżka,18448
1180,zobaczysz,18447
1181,górze,18436
1182,przyszłość,18433
1183,szukać,18425
1184,ciekawe,18361
1185,wasz,18345
1186,szansa,18342
1187,facetem,18340
1188,dostałem,18310
1189,ach,18298
1190,cie,18297
1191,prezent,18271
1192,dr.,18258
1193,mocy,18197
1194,peter,18195
1195,mary,18194
1196,walki,18164
1197,jorku,18134
1198,częścią,18126
1199,zaczął,18112
1200,dostaniesz,18104
1201,kobietę,18101
1202,mowy,18098
1203,tony,18076
1204,sytuacji,18071
1205,jedynym,18050
1206,chronić,18047
1207,ben,17994
1208,jimmy,17981
1209,światło,17980
1210,zajmie,17974
1211,twoi,17955
1212,los,17950
1213,potrafi,17938
1214,pomogę,17919
1215,zobaczę,17918
1216,szpitalu,17898
1217,własne,17866
1218,skończy,17822
1219,wysoki,17812
1220,ofiary,17806
1221,morderstwo,17802
1222,pójdzie,17798
1223,pomiędzy,17730
1224,małą,17700
1225,szef,17682
1226,uwaga,17668
1227,pójdziesz,17666
1228,dna,17623
1229,obiad,17586
1230,jane,17586
1231,dowód,17563
1232,mogło,17556
1233,zdanie,17549
1234,próbował,17548
1235,kobiet,17546
1236,skończyć,17526
1237,coraz,17463
1238,całej,17436
1239,chcieli,17434
1240,miesiąc,17426
1241,nieco,17419
1242,system,17405
1243,ruszać,17403
1244,zamierzasz,17380
1245,widzi,17378
1246,wybór,17344
1247,martwy,17334
1248,lepszy,17327
1249,jakbyś,17319
1250,zjeść,17316
1251,znalazłam,17315
1252,wokół,17312
1253,dzieciak,17310
1254,patrzeć,17301
1255,max,17298
1256,wspaniałe,17270
1257,usiądź,17269
1258,wierzysz,17260
1259,historię,17257
1260,zabije,17247
1261,słuchać,17219
1262,jedyne,17204
1263,danny,17196
1264,siły,17191
1265,próbowałem,17175
1266,spoko,17165
1267,jedyny,17162
1268,próbuje,17131
1269,gotowe,17111
1270,usłyszeć,17110
1271,robotę,17103
1272,staram,17102
1273,alex,17096
1274,odpowiedzi,17086
1275,jedź,17060
1276,zatrzymaj,17052
1277,stara,17037
1278,pamiętaj,17036
1279,komuś,17023
1280,jeść,17012
1281,wow,17000
1282,niezły,16982
1283,byłby,16961
1284,drugą,16945
1285,pójdziemy,16938
1286,miły,16893
1287,milionów,16839
1288,miesiące,16831
1289,tyłek,16824
1290,stylu,16816
1291,zbrodni,16814
1292,owszem,16812
1293,uratować,16810
1294,wypadku,16805
1295,robicie,16795
1296,prosić,16749
1297,duże,16742
1298,drugie,16735
1299,interes,16720
1300,telefonu,16687
1301,ciąży,16675
1302,córkę,16638
1303,ostatniej,16623
1304,wiedziałeś,16599
1305,najwyraźniej,16597
1306,przejść,16578
1307,ogień,16505
1308,sen,16504
1309,jadę,16502
1310,pomyśl,16500
1311,celu,16499
1312,więzieniu,16475
1313,powiedzieli,16470
1314,ależ,16431
1315,chłopaka,16431
1316,yeah,16423
1317,spraw,16373
1318,oko,16366
1319,moc,16357
1320,pies,16342
1321,jakimś,16338
1322,pracujesz,16331
1323,wejdź,16326
1324,brakuje,16319
1325,paul,16317
1326,przyjęcie,16301
1327,rodziną,16290
1328,sprawdź,16271
1329,otworzyć,16262
1330,znajdziesz,16224
1331,przyszedłem,16217
1332,dzieciaki,16212
1333,zdobyć,16193
1334,wcześnie,16172
1335,mówiłaś,16170
1336,mogłabym,16159
1337,ostatnia,16149
1338,wielkiego,16113
1339,harry,16107
1340,użyć,16074
1341,firmy,16050
1342,gorzej,16025
1343,potrzeba,16019
1344,wstawaj,16007
1345,informacji,15955
1346,stamtąd,15952
1347,adres,15890
1348,dosyć,15888
1349,drinka,15860
1350,samą,15827
1351,jedyna,15813
1352,światła,15811
1353,głupie,15808
1354,wspaniały,15801
1355,biurze,15796
1356,matkę,15788
1357,osobiście,15787
1358,patrzcie,15783
1359,rodzaju,15759
1360,psa,15753
1361,zrobili,15750
1362,pobliżu,15730
1363,spotkamy,15724
1364,samochodzie,15717
1365,zasady,15708
1366,dole,15700
1367,kolego,15696
1368,myślą,15673
1369,wyjaśnić,15666
1370,piękny,15649
1371,zespół,15641
1372,problemu,15613
1373,boisz,15611
1374,śmieszne,15583
1375,pierwszą,15581
1376,atak,15566
1377,gratulacje,15564
1378,buty,15520
1379,program,15507
1380,poproszę,15507
1381,dziesięć,15505
1382,ładnie,15500
1383,pracował,15498
1384,wychodzi,15494
1385,szczęśliwa,15466
1386,pokażę,15440
1387,puść,15428
1388,siedzieć,15428
1389,mózgu,15406
1390,laboratorium,15388
1391,codziennie,15388
1392,klucz,15385
1393,prowadzi,15382
1394,załatwić,15380
1395,tommy,15379
1396,miłe,15374
1397,it,15365
1398,mieszkanie,15343
1399,wolę,15315
1400,bycie,15313
1401,byśmy,15298
1402,wiadomo,15288
1403,bezpieczeństwa,15287
1404,zgadzam,15250
1405,pierwszej,15228
1406,zostanę,15226
1407,pomyślałam,15180
1408,zdecydowanie,15162
1409,słuchajcie,15152
1410,zabiłeś,15131
1411,zabrał,15123
1412,siostry,15120
1413,woda,15115
1414,nauczyć,15096
1415,siadaj,15093
1416,powiedzenia,15086
1417,uczucie,15085
1418,znajdzie,15081
1419,chłopiec,15066
1420,złapać,15065
1421,najlepszym,15037
1422,zostawił,15034
1423,koło,15033
1424,piwo,15010
1425,każda,15009
1426,przyszłości,15007
1427,siedem,14996
1428,wyszedł,14990
1429,zamknąć,14981
1430,pozbyć,14961
1431,abyś,14947
1432,tuż,14935
1433,potrafisz,14932
1434,zniszczyć,14927
1435,umarł,14926
1436,budynku,14913
1437,zajęty,14909
1438,statku,14903
1439,ślady,14892
1440,wolny,14886
1441,początek,14886
1442,rodzinie,14868
1443,łóżku,14852
